OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010
61955.709530834,55753.8767980442,55571.1085626625,55332.0349212223,55116.031572403,54479.0798321199,53732.3978909292,53204.1901362714,52850.8905809747,52848.0930897461,53208.5762067228,53466.4172651344,53447.3511161061,53487.7744896087,53608.1799619321,53409.4591480825,52867.8668564163,51842.8078052351,50998.2613142526,50782.8483841892,51115.5587005175,51608.9596772144,62671.3,62671.3,62245.9,61194,60087,58987.4,57931.3,56938.1,56018.2,55176.2,54412.6,53724.8,53107.2,52552.4,52053.8,51605.4,51200.8,50834.8,50504.5,50206.5,49937.4,49695.3
61955.709530834,54941.6922416688,55244.5315375472,55415.580751359,55104.1683662148,54487.1861886986,53875.4530745228,53386.6932158077,53081.7447946268,52660.0089926422,51917.210977217,50710.2927902868,49400.3052347544,48638.6755461853,48409.8445996987,48288.0377462412,47772.9507362608,47229.8093660809,47031.9058805959,46942.3776578165,46825.4435132485,46985.0425632698,57340.3,57340.3,56914.9,55863,54756.1,53656.3,52599.5,51604.9,50683.1,49838.7,49072.4,48381.8,47761.1,47203.3,46701.6,46250.1,45842.5,45473.5,45140.3,44839.3,44567.2,44322.2
61955.709530834,53630.3772691755,54901.8963688186,55353.5611142033,54949.1604399958,53955.0332549539,53456.4677308637,53199.5365759226,52611.90571504,52244.2613033129,52019.8744215572,51892.7357181245,52199.054600357,52381.6643029133,51858.1296318769,51165.0886370407,50790.2341940934,51122.387194,52112.906765451,53099.6748951606,53764.6443947274,54511.5263468819,64770.4,64770.4,64345.1,63293.1,62186.1,61086.6,60030.7,59038.1,58118.8,57277.6,56514.9,55828.1,55211.5,54657.8,54160.2,53712.8,53309.3,52944.4,52615.2,52318.1,52049.9,51808.7
61955.709530834,54912.2194269527,54879.7176768842,54450.1550038587,54067.4774602828,53795.4377789017,53251.3910224884,52382.4482823736,51652.7345386657,51162.4001566831,51289.1700209937,52003.8643481882,52137.6574577319,51363.49944786,50015.891656527,48701.7730366334,47502.9437805855,46061.1676291772,44588.9211026767,43333.6790632448,42367.2124451835,41624.6709236517,45733.5,45733.5,45308.1,44256.5,43149.8,42049.4,40990.2,39991.4,39063.6,38211.9,37437.3,36737.6,36107.3,35539.6,35028,34566.5,34149,33770.1,33427.1,33116.3,32834.6,32580
61955.709530834,54416.0402844585,53613.7625360553,52810.6390147181,51644.5001774924,50408.511661844,49455.2098155108,48421.8885392227,47270.2884292342,46345.3161132875,46074.8848171504,46487.9824421072,46891.6361275629,47234.6145392956,47517.3869059455,47618.2151151017,47788.1722895757,47909.4397029167,47512.9668821402,47017.3169911287,47048.5979511614,48105.2089418471,57416.9,57416.9,56991.5,55939.7,54832.7,53733,52676.1,51681.6,50759.8,49915.4,49149.2,48458.6,47838,47280.2,46778.6,46327.1,45919.5,45550.6,45217.4,44916.4,44644.4,44399.5
61955.709530834,64900.1019693603,64112.1771728248,63193.0337249321,62285.9129091407,60986.4471944043,59041.90936617,56904.7855126795,55148.1343115874,54199.4084810961,53905.2693251945,53616.1139981214,52969.1040543024,52396.6350742266,52446.4586336154,53042.1500673497,53649.585488061,53391.8448769968,52677.6911066526,52172.0198145722,52019.3437270813,51998.8889685113,64619.6,64619.6,64194.2,63142.3,62035.2,60935.8,59879.9,58887.2,57967.9,57126.6,56363.8,55677,55060.3,54506.5,54008.9,53561.4,53157.8,52792.7,52463.4,52166.2,51898,51656.8
61955.709530834,52707.3258796822,52180.4866315536,51357.2488306078,50546.3253578732,49798.2168382932,48637.3644711737,47584.7240382734,46976.5477907569,46367.8157952173,45761.3800434746,44854.315114347,43650.5241241346,42700.0271171159,43044.0027534042,44349.8106695773,44875.3506136344,44464.7200540812,43763.7582780863,43277.0896400521,43003.4053934843,42871.5404109971,53569.4,53569.4,53144,52092.2,50985.3,49885.4,48827.9,47832.2,46908.8,46062.4,45293.8,44600.8,43977.5,43417.1,42912.7,42458.6,42048.3,41676.7,41340.9,41037.3,40762.8,40515.3
61955.709530834,57834.2626733031,58006.8608111941,57830.8127902744,57608.9665488253,57549.2402660581,57545.7729847491,57103.8845439896,56527.0935886067,56494.2738439133,56981.2909473907,57397.8546266183,57603.634224553,57706.1595372313,57869.0859709013,57801.4229904679,57301.0476269133,57022.6626383049,57827.5622179406,59372.6951177972,60351.9242563109,60096.5102190604,74567.9,74567.9,74142.5,73090.5,71983.3,70884.1,69829.3,68838.5,67921.8,67083.7,66324.5,65641.5,65028.8,64479,63985.5,63542,63142.3,62781.3,62455.9,62162.6,61898,61660.5
61955.709530834,44141.4795345965,45521.0872812062,46470.4296646682,46744.8326718785,46368.4879851284,45610.3727001109,45284.6924590159,45921.824612043,46755.0682193579,47347.0922078011,47667.0552104864,47448.9585282637,47026.921645373,46721.0720264044,46365.0015474768,45901.2630454676,45296.5233601988,45048.8249209032,45719.336890341,46909.6126184969,47869.2985262088,59330.7,59330.7,58905.3,57853.4,56746.5,55646.8,54590.2,53596.2,52675.2,51831.7,51066.5,50377,49757.5,49200.9,48700.5,48250.2,47843.8,47476,47144,46844.2,46573.3,46329.5
61955.709530834,50338.8723513514,51154.9060392205,51908.0427402531,53085.9090934082,54139.2640102219,55088.2251914599,56244.8227155215,57923.6390034281,59587.9985389411,60055.7294653365,59436.3046052914,58334.5738395772,56931.1162327366,55829.3972461729,55736.1835302521,56339.2710804535,56928.8914342539,56850.8886066591,55884.245323779,54927.7574435767,55025.6348648474,64015.1,64015.1,63589.7,62537.8,61430.7,60331.2,59275.3,58282.5,57363,56521.5,55758.4,55071.3,54454.3,53900.3,53402.3,52954.6,52550.7,52185.4,51855.8,51558.2,51289.7,51048.2
