OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010
57480.1052408897,55440.4886584487,55435.0823777956,55310.5920333965,55050.07779044,54667.5049224989,54189.4186622787,53626.5611886413,52967.3207850595,52186.4554743015,51278.989728481,50284.3517560144,49280.4209580909,48352.9801118632,47576.3546127296,47004.0382212294,46656.3663778061,46510.6393733359,46499.2249860333,46528.2136823977,46514.1678613792,46413.0288666541,45433.9,45433.9,45037.3,44609.2,44154.5,43680,43193.8,42705.1,42223,41756.1,41311.7,40894.7,40508.1,40153.1,39829,39534.5,39263.9,39017.8,38793.5,38589,38402,38234.2
57480.1052408897,59154.1397460226,58205.7290470394,57218.1494955049,56217.1852900495,55207.1461668802,54179.1733438385,53127.5287196307,52064.6721170478,51025.9949872325,50062.5569530794,49226.2071616689,48555.3953672164,48077.8506814245,47817.376132134,47783.9229715363,47962.7257311711,48305.0774823995,48731.6232213821,49151.5365572322,49479.9652256182,49655.1013765144,53480.3,53480.3,53083.7,52655.5,52200.8,51726.1,51239.4,50749.8,50266.7,49798.6,49352.9,48934.8,48547.2,48191.4,47866.8,47572,47301.5,47055.6,46831.8,46627.8,46441.5,46274.4
57480.1052408897,59121.7615655609,58692.3787421498,58054.7951109132,57229.5029456317,56257.17442941,55189.0457008957,54077.499003066,52973.2167589181,51924.1495029112,50970.6374475217,50149.6972225928,49497.251925393,49048.00913231,48824.5441071385,48834.0086056536,49072.8548292272,49519.5345807976,50109.1291255495,50739.0857408514,51297.5727477666,51693.8443966259,56401.5,56401.5,56004.9,55576.8,55122.1,54647.2,54160.4,53670.6,53187.2,52718.8,52272.7,51854.2,51466.4,51110.3,50785.6,50490.7,50220.2,49974.4,49750.7,49546.9,49360.7,49193.8
57480.1052408897,60073.1471319014,59699.8396099373,59272.3321643081,58737.1734944988,58043.8528393902,57173.6811566725,56146.4121871114,55008.4499607901,53816.5237049562,52629.4111199164,51503.5826670725,50484.1756451331,49615.9222128035,48933.841847432,48446.7120402476,48126.3345479107,47915.0867792448,47740.6120428627,47537.6926939214,47268.1496820373,46937.2519609462,52348.2,52348.2,51951.7,51523.5,51068.8,50594.1,50107.5,49618,49135,48667.1,48221.5,47803.5,47416.1,47060.3,46735.8,46441.1,46170.4,45924.4,45700.6,45496.6,45310.3,45143.1
57480.1052408897,59654.8564956598,58835.5971832528,57822.9980908463,56671.0208130585,55456.1704130294,54258.7493269023,53147.1316236647,52159.6979852701,51310.3405073022,50595.5399542243,49998.8023334984,49489.7623973395,49036.1021434953,48617.3722090871,48229.2983308494,47892.0568539989,47642.3902571515,47519.2441880024,47554.3078424709,47757.4223618072,48106.6077405772,53136,53136,52739.4,52311.3,51856.5,51381.8,50895.1,50405.6,49922.5,49454.5,49008.8,48590.7,48203.2,47847.4,47522.8,47228,46957.6,46711.9,46488.4,46284.6,46098.3,45931.2
57480.1052408897,57035.6700373674,56941.8756103292,56732.967765646,56462.254190963,56166.1977289298,55862.2011350282,55549.8012626748,55215.7254694025,54839.733927923,54407.6643110813,53919.3750271207,53391.0069373344,52834.8755287833,52250.0023318129,51623.9249583479,50947.0307621177,50216.8498669408,49445.0519501754,48658.330285432,47889.9707989144,47186.0851170731,50982.1,50982.1,50585.5,50157.4,49702.7,49228,48741.5,48252.1,47769.3,47301.6,46856.2,46438.4,46051.1,45695.5,45371,45076.3,44805.6,44559.5,44335.5,44131.4,43945.1,43777.8
57480.1052408897,52838.2676557462,51920.4403933789,50986.9514372766,50120.1250198381,49382.3813520575,48805.1318888781,48381.4231955376,48068.1197428292,47807.2661760654,47547.396424282,47259.9067780239,46937.7062338485,46590.444015415,46243.3261523074,45929.5130594468,45673.7910812743,45489.3390631251,45391.3141838794,45402.2128956541,45540.2474306964,45814.0659956825,53356.3,53356.3,52959.7,52531.5,52076.8,51602.1,51115.4,50625.8,50142.7,49674.7,49229,48810.9,48423.3,48067.5,47742.9,47448.1,47177.6,46931.8,46708.2,46504.4,46318.2,46151.1
57480.1052408897,59453.4798939521,59112.543226634,58674.6565225776,58139.8171976482,57516.803582747,56824.2121530496,56087.9413390923,55336.3009534028,54606.1767545849,53937.8664274825,53358.1496341691,52877.8073611051,52488.1814890581,52164.5385043938,51878.3483234785,51610.1772440232,51351.557628171,51108.3211093292,50894.5188270657,50715.0492550956,50566.6408897578,57704.6,57704.6,57308,56879.9,56425.2,55950.3,55463.4,54973.5,54490,54021.4,53575.2,53156.6,52768.6,52412.5,52087.7,51792.8,51522.2,51276.4,51052.9,50849.2,50663.2,50496.5
57480.1052408897,59743.3769964611,58665.6289298178,57564.5174855703,56510.3922933109,55592.8113986974,54899.9858967686,54495.0596809629,54397.6508669848,54590.4456357948,55032.5982989494,55661.8275874361,56396.7093909509,57136.9088718653,57776.6869805188,58235.7004311295,58470.5260196187,58466.0934969687,58219.9490735412,57726.5657117072,56987.8054899255,56033.5710903618,57901.4,57901.4,57504.9,57076.7,56622,56147.1,55660.2,55170.3,54686.7,54218.2,53772,53353.3,52965.3,52609.1,52284.3,51989.4,51718.7,51472.5,51248.6,51044.7,50858.6,50691.9
57480.1052408897,53943.4527512182,53511.6675964943,53067.1726654397,52607.3661097284,52116.0354728485,51580.693559229,51003.2257976799,50397.4246029424,49790.3255648817,49214.6012345463,48700.870574629,48269.3104828209,47923.0809325249,47652.4968196482,47441.7632502327,47273.65161604,47140.7019278645,47043.9760114909,46984.3910412895,46952.3185611882,46923.9510899727,52297.7,52297.7,51901.1,51473,51018.2,50543.5,50056.9,49567.5,49084.4,48616.6,48171,47753,47365.6,47009.8,46685.3,46390.6,46120,45874.1,45650.2,45446.1,45259.7,45092.5
